4880 954291.00 0.71
4920 954656.00 0.69
4960 954398.00 0.66
5000 954439.00 0.63
5040 954397.00 0.62
5080 954599.00 0.52
5120 954930.00 0.51
5160 954708.00 0.46
5200 955427.00 0.54
5240 955423.00 0.50
5280 955535.00 0.50
5320 956185.00 0.39
5360 956992.00 0.37
5400 957017.00 0.38
5440 957333.00 0.42
5480 957096.00 0.48
5520 957373.00 0.49
5560 958003.00 0.54
5600 958826.00 0.56
5640 959012.00 0.59
5680 958893.00 0.62
5720 958861.00 0.68
5760 958792.00 0.73
5800 957974.00 0.71
5840 958923.00 0.64
5880 958726.00 0.53
5920 958626.00 0.44
5960 959273.00 0.38
6000 958787.00 0.33
6040 959319.00 0.38
6080 959319.00 0.46
6120 959252.00 0.51
6160 959712.00 0.43
6200 959555.00 0.34
6240 960024.00 0.33
6280 960238.00 0.41
6320 960581.00 0.44
6360 960690.00 0.40
6400 961970.00 0.36
6440 960945.00 0.36
6480 961663.00 0.42
6520 962214.00 0.42
6560 962206.00 0.42
6600 962328.00 0.37
6640 963024.00 0.41
6680 963129.00 0.44
6720 962737.00 0.52
6760 963279.00 0.49
6800 962543.00 0.49
6840 962672.00 0.43
6880 962813.00 0.48
6920 963055.00 0.42
6960 962823.00 0.44
7000 963150.00 0.39
7040 962551.00 0.47
7080 963346.00 0.48
7120 963093.00 0.54
7160 963824.00 0.50
7200 963555.00 0.51
7240 963915.00 0.52
7280 964485.00 0.56
7320 963985.00 0.51
7360 964650.00 0.42
7400 964864.00 0.42
7440 964773.00 0.49
7480 965660.00 0.56
7520 965198.00 0.52
7560 966050.00 0.50
7600 965854.00 0.52
7640 966090.00 0.58
7680 967028.00 0.56
7720 966125.00 0.56
7760 966071.00 0.52
7800 966228.00 0.53
7840 966253.00 0.47
7880 966141.00 0.49
7920 966702.00 0.54
7960 966672.00 0.62
8000 966206.00 0.63
8040 965867.00 0.57
8080 966106.00 0.49
8120 966181.00 0.40
8160 966395.00 0.40
8200 966616.00 0.44
8240 966511.00 0.53
8280 967013.00 0.52
8320 966701.00 0.49
8360 967190.00 0.39
8400 967315.00 0.40
8440 967879.00 0.40
8480 967941.00 0.49
8520 967933.00 0.46
8560 968428.00 0.46
8600 968446.00 0.39
8640 968601.00 0.42
8680 968763.00 0.42
8720 968465.00 0.47
8760 969203.00 0.51
8800 968124.00 0.53
8840 968429.00 0.53
8880 968004.00 0.47
8920 968102.00 0.48
8960 968260.00 0.43
9000 967901.00 0.40
9040 967790.00 0.29
9080 966873.00 0.33
9120 968594.00 0.43
9160 967625.00 0.62
9200 967841.00 0.62
9240 968458.00 0.57
9280 967961.00 0.41
9320 968492.00 0.38
9360 968341.00 0.41
9400 968250.00 0.54
9440 968270.00 0.62
9480 968725.00 0.63
9520 968715.00 0.59
9560 969485.00 0.62
9600 969650.00 0.71
9640 969121.00 0.79
9680 969592.00 0.79
9720 970536.00 0.70
9760 969436.00 0.60
9800 968845.00 0.47
9840 969090.00 0.43
9880 968909.00 0.41
9920 968960.00 0.50
9960 968390.00 0.50
10000 968451.00 0.54
10040 968903.00 0.50
10080 968263.00 0.48
10120 968738.00 0.41
10160 968718.00 0.39
10200 967814.00 0.47
10240 968117.00 0.51
10280 968078.00 0.57
10320 968215.00 0.49
10360 968251.00 0.48
10400 968316.00 0.43
10440 967962.00 0.43
10480 968680.00 0.44
10520 969019.00 0.43
10560 968400.00 0.47
10600 969246.00 0.39
10640 969354.00 0.39
10680 969379.00 0.39
10720 969557.00 0.48
10760 968983.00 0.48
10800 968877.00 0.38
10840 969155.00 0.31
10880 967410.00 0.36
10920 967860.00 0.51
10960 967465.00 0.63
11000 967558.00 0.67
11040 967367.00 0.69
11080 967526.00 0.67
11120 967000.00 0.62
11160 966758.00 0.50
11200 966704.00 0.43
11240 966527.00 0.48
11280 967045.00 0.60
11320 966383.00 0.66
11360 967027.00 0.60
11400 967077.00 0.44
11440 967222.00 0.40
11480 966868.00 0.43
11520 966921.00 0.58
11560 967684.00 0.59
11600 967035.00 0.59
11640 967849.00 0.52
11680 967299.00 0.57
11720 967282.00 0.59
11760 967365.00 0.62
11800 966430.00 0.61
11840 965919.00 0.54
11880 966029.00 0.52
11920 965968.00 0.47
11960 965394.00 0.49
12000 965091.00 0.43
12040 965691.00 0.44
12080 964280.00 0.41
12120 964564.00 0.44
12160 964432.00 0.46
12200 964465.00 0.47
12240 964377.00 0.48
12280 964960.00 0.50
12320 963884.00 0.61
12360 964209.00 0.72
12400 964029.00 0.79
12440 964588.00 0.79
12480 964439.00 0.70
12520 964081.00 0.63
12560 964595.00 0.57
12600 965070.00 0.57
12640 965050.00 0.58
12680 964486.00 0.57
12720 964681.00 0.57
12760 964119.00 0.52
12800 963352.00 0.52
12840 963547.00 0.56
12880 962760.00 0.62
12920 962470.00 0.62
12960 962547.00 0.59
13000 962259.00 0.56
13040 961678.00 0.59
13080 961237.00 0.58
13120 960700.00 0.60
13160 961248.00 0.57
13200 961427.00 0.56
13240 960524.00 0.47
13280 960744.00 0.42
13320 960401.00 0.41
13360 961055.00 0.46
13400 961080.00 0.50
13440 961287.00 0.49
13480 961323.00 0.50
13520 960691.00 0.50
13560 960782.00 0.56
13600 960387.00 0.51
13640 960979.00 0.44
13680 960802.00 0.32
13720 960402.00 0.33
13760 959872.00 0.41
13800 959221.00 0.56
13840 958793.00 0.63
13880 957971.00 0.64
13920 958826.00 0.59
13960 957950.00 0.46
14000 957592.00 0.37
14040 957754.00 0.33
14080 957100.00 0.41
14120 957670.00 0.43
14160 956765.00 0.41
14200 956943.00 0.39
14240 956502.00 0.43
14280 956833.00 0.53
14320 956862.00 0.58
14360 956486.00 0.58
14400 956543.00 0.58
14440 956193.00 0.60
14480 956993.00 0.59
14520 956395.00 0.51
14560 956418.00 0.47
14600 956361.00 0.47
14640 955793.00 0.53
14680 954663.00 0.57
14720 954541.00 0.61
14760 954004.00 0.59
14800 954295.00 0.53
14840 953267.00 0.48
14880 953658.00 0.47
14920 952737.00 0.49
14960 951870.00 0.52
15000 951643.00 0.57
15040 951525.00 0.57
15080 952262.00 0.54
15120 951912.00 0.46
15160 951644.00 0.49
15200 950921.00 0.53
15240 950901.00 0.59
15280 951131.00 0.58
15320 951062.00 0.51
15360 950904.00 0.56
15400 951208.00 0.57
15440 950991.00 0.64
15480 951510.00 0.64
15520 951258.00 0.61
15560 950265.00 0.57
15600 949841.00 0.52
15640 949221.00 0.57
15680 949496.00 0.56
15720 948570.00 0.50
15760 948136.00 0.42
15800 948029.00 0.42
15840 946984.00 0.49
15880 946860.00 0.57
15920 946737.00 0.62
15960 946061.00 0.64
16000 945765.00 0.62
16040 945748.00 0.59
16080 944873.00 0.54
16120 944950.00 0.50
16160 945656.00 0.44
16200 945404.00 0.44
16240 945925.00 0.44
16280 944771.00 0.42
16320 945275.00 0.39
16360 946232.00 0.40
16400 944577.00 0.47
16440 945652.00 0.48
16480 945394.00 0.47
16520 945650.00 0.42
16560 944769.00 0.42
16600 944032.00 0.41
16640 943375.00 0.46
16680 943434.00 0.49
16720 943015.00 0.54
16760 942610.00 0.54
16800 942201.00 0.56
16840 941731.00 0.53
16880 941137.00 0.52
16920 941266.00 0.47
16960 941019.00 0.42
17000 940893.00 0.39
17040 940535.00 0.37
17080 940447.00 0.44
17120 940274.00 0.53
17160 940126.00 0.67
17200 940390.00 0.66
17240 940028.00 0.62
17280 940318.00 0.54
17320 939899.00 0.53
17360 940415.00 0.46
17400 940659.00 0.43
17440 940777.00 0.41
17480 940167.00 0.47
17520 940509.00 0.51
17560 940283.00 0.54
17600 939308.00 0.58
17640 939013.00 0.58
17680 938601.00 0.57
17720 938517.00 0.53
17760 938130.00 0.50
17800 937624.00 0.50
17840 936696.00 0.57
17880 937326.00 0.62
17920 936198.00 0.62
17960 936834.00 0.54
18000 936742.00 0.51
18040 936689.00 0.57
18080 936658.00 0.66
18120 936815.00 0.70
18160 936534.00 0.63
18200 936518.00 0.53
18240 936507.00 0.44
18280 936386.00 0.43
18320 936702.00 0.47
18360 936947.00 0.52
18400 937185.00 0.53
18440 937247.00 0.52
18480 936676.00 0.49
18520 936546.00 0.50
18560 936043.00 0.50
18600 935516.00 0.53
18640 934898.00 0.54
18680 935176.00 0.56
18720 934277.00 0.52
18760 933712.00 0.46
18800 934393.00 0.41
18840 934014.00 0.41
18880 933397.00 0.44
18920 933483.00 0.47
18960 933081.00 0.49
19000 933000.00 0.51
19040 933287.00 0.54
19080 932949.00 0.52
19120 933176.00 0.51
19160 932973.00 0.48
19200 933783.00 0.48
19240 933827.00 0.44
19280 933387.00 0.43
19320 934015.00 0.47
19360 933532.00 0.59
19400 934618.00 0.63
19440 934726.00 0.64
19480 934332.00 0.60
19520 933784.00 0.63
19560 933373.00 0.63
19600 932707.00 0.60
19640 932849.00 0.58
19680 932595.00 0.58
19720 931885.00 0.58
19760 932253.00 0.54
19800 931468.00 0.50
19840 932133.00 0.48
19880 932390.00 0.49
19920 932052.00 0.54
19960 932049.00 0.58
20000 932306.00 0.56
20040 932473.00 0.50
20080 932603.00 0.49
20120 932496.00 0.52
20160 933080.00 0.53
20200 933370.00 0.49
20240 933532.00 0.42
20280 933305.00 0.38
20320 934233.00 0.39
20360 934157.00 0.40
20400 934856.00 0.42
20440 934188.00 0.43
20480 934268.00 0.52
20520 934251.00 0.59
20560 934088.00 0.69
20600 933805.00 0.70
20640 933875.00 0.71
20680 933093.00 0.68
20720 934348.00 0.62
20760 933494.00 0.58
20800 933820.00 0.53
20840 933404.00 0.58
20880 934395.00 0.59
20920 934722.00 0.60
20960 933990.00 0.57
21000 933871.00 0.62
21040 935027.00 0.67
21080 935120.00 0.69
21120 935724.00 0.63
21160 935456.00 0.57
21200 935539.00 0.56
21240 936449.00 0.54
21280 936626.00 0.56
21320 936874.00 0.49
21360 937228.00 0.43
21400 937420.00 0.34
21440 937978.00 0.32
21480 937736.00 0.31
21520 938675.00 0.36
21560 937790.00 0.41
21600 937871.00 0.47
21640 937943.00 0.51
21680 937127.00 0.52
21720 937691.00 0.57
21760 938147.00 0.63
21800 938252.00 0.68
21840 937845.00 0.67
21880 938370.00 0.60
21920 938351.00 0.58
21960 938822.00 0.59
22000 939795.00 0.63
22040 939089.00 0.67
22080 939491.00 0.71
22120 940042.00 0.71
22160 939969.00 0.70
22200 940383.00 0.68
22240 940954.00 0.73
22280 941361.00 0.73
22320 941863.00 0.76
22360 941879.00 0.71
22400 942274.00 0.73
22440 942868.00 0.63
22480 942775.00 0.51
22520 942489.00 0.39
22560 942843.00 0.36
22600 942731.00 0.39
22640 942798.00 0.42
22680 942571.00 0.51
22720 942703.00 0.58
22760 942693.00 0.62
22800 943532.00 0.58
22840 943099.00 0.56
22880 943236.00 0.56
22920 944206.00 0.56
22960 944022.00 0.52
23000 944588.00 0.44
23040 944928.00 0.41
23080 944691.00 0.38
23120 945459.00 0.42
23160 945827.00 0.50
23200 945826.00 0.59
23240 946168.00 0.61
23280 946408.00 0.59
23320 947115.00 0.56
23360 946883.00 0.52
23400 947585.00 0.49
23440 947117.00 0.49
23480 947419.00 0.51
23520 947495.00 0.51
23560 947799.00 0.51
23600 947224.00 0.52
23640 947031.00 0.58
23680 948022.00 0.61
23720 948279.00 0.61
23760 947320.00 0.59
23800 947778.00 0.57
23840 948967.00 0.59
23880 948305.00 0.63
23920 948755.00 0.64
23960 949275.00 0.67
24000 949084.00 0.64
24040 949820.00 0.64
24080 950075.00 0.59
24120 950493.00 0.51
24160 950223.00 0.41
24200 951097.00 0.29
24240 951379.00 0.21
24280 951267.00 0.23
24320 951743.00 0.37
24360 951723.00 0.54
24400 951378.00 0.63
24440 951728.00 0.63
24480 951171.00 0.61
24520 951561.00 0.59
24560 951988.00 0.54
24600 951664.00 0.46
24640 951814.00 0.43
24680 951827.00 0.51
24720 951965.00 0.58
24760 952412.00 0.58
24800 952528.00 0.52
24840 952292.00 0.52
24880 953205.00 0.51
24920 952812.00 0.47
24960 953618.00 0.40
25000 953415.00 0.41
25040 953800.00 0.48
25080 954132.00 0.54
25120 953686.00 0.54
25160 955064.00 0.53
25200 954899.00 0.53
25240 954754.00 0.53
25280 954521.00 0.49
25320 954634.00 0.44
25360 954492.00 0.47
25400 954249.00 0.49
25440 954300.00 0.51
25480 953698.00 0.49
25520 954787.00 0.54
25560 954340.00 0.52
25600 954858.00 0.48
25640 955271.00 0.43
25680 954128.00 0.49
25720 955016.00 0.57
25760 954979.00 0.56
25800 954952.00 0.54
25840 954489.00 0.57
25880 955078.00 0.62
25920 955275.00 0.62
25960 955354.00 0.58
26000 955526.00 0.60
26040 955818.00 0.63
26080 955987.00 0.66
26120 956465.00 0.58
26160 956117.00 0.56
26200 955587.00 0.58
26240 955941.00 0.66
26280 955400.00 0.62
26320 955092.00 0.59
26360 955104.00 0.56
26400 955645.00 0.60
26440 954379.00 0.58
26480 955641.00 0.49
26520 955368.00 0.42
26560 954546.00 0.44
26600 954709.00 0.57
26640 955222.00 0.61
26680 955212.00 0.58
26720 954621.00 0.52
26760 954867.00 0.56
26800 955391.00 0.66
26840 955360.00 0.68
26880 955396.00 0.62
26920 955637.00 0.49
26960 955705.00 0.47
27000 956046.00 0.53
27040 956084.00 0.67
27080 955322.00 0.68
27120 955178.00 0.62
27160 955139.00 0.58
27200 954571.00 0.67
27240 954200.00 0.70
27280 954191.00 0.69
27320 953938.00 0.61
27360 953917.00 0.67
27400 954058.00 0.70
27440 954050.00 0.67
27480 953957.00 0.56
27520 953920.00 0.46
27560 953536.00 0.43
27600 953707.00 0.40
27640 953543.00 0.43
27680 953913.00 0.49
27720 954203.00 0.56
27760 954320.00 0.59
27800 954518.00 0.60
27840 954501.00 0.68
27880 954127.00 0.70
27920 954631.00 0.68
27960 954338.00 0.56
28000 954108.00 0.48
28040 953871.00 0.47
28080 953419.00 0.50
28120 953084.00 0.56
28160 952630.00 0.53
28200 952226.00 0.52
28240 951977.00 0.52
28280 951741.00 0.60
28320 951921.00 0.68
28360 952015.00 0.67
28400 951748.00 0.58
28440 952061.00 0.43
28480 951849.00 0.39
28520 952326.00 0.44
28560 951497.00 0.60
28600 951544.00 0.67
28640 952335.00 0.64
28680 952403.00 0.50
28720 951865.00 0.41
28760 952629.00 0.39
28800 952732.00 0.47
28840 952357.00 0.54
28880 952377.00 0.57
28920 952492.00 0.57
28960 952460.00 0.54
29000 952161.00 0.59
29040 952018.00 0.59
29080 951784.00 0.60
29120 951476.00 0.51
29160 951227.00 0.51
29200 950793.00 0.54
29240 950822.00 0.69
29280 951108.00 0.74
29320 950629.00 0.74
29360 951117.00 0.63
29400 950709.00 0.54
29440 950078.00 0.48
29480 950766.00 0.47
29520 950523.00 0.52
29560 950291.00 0.56
29600 950365.00 0.63
29640 950695.00 0.58
29680 950286.00 0.51
29720 950633.00 0.33
29760 950785.00 0.28
29800 950974.00 0.32
29840 950498.00 0.48
29880 950701.00 0.56
29920 951758.00 0.54
29960 951485.00 0.49
30000 950603.00 0.52
30040 950560.00 0.59
30080 951085.00 0.67
30120 950477.00 0.62
30160 949712.00 0.57
30200 949950.00 0.48
30240 950092.00 0.52
30280 949450.00 0.60
30320 950391.00 0.73
30360 949135.00 0.80
30400 948696.00 0.76
30440 949168.00 0.68
30480 948823.00 0.56
30520 949279.00 0.57
30560 949070.00 0.54
30600 948625.00 0.58
30640 949213.00 0.53
30680 949011.00 0.53
30720 948627.00 0.51
30760 949170.00 0.50
30800 949365.00 0.47
30840 949509.00 0.49
30880 949408.00 0.53
30920 949681.00 0.60
30960 949502.00 0.57
31000 949651.00 0.51
31040 949762.00 0.47
31080 949166.00 0.52
31120 949509.00 0.61
31160 949152.00 0.61
31200 948763.00 0.54
31240 948324.00 0.43
31280 949088.00 0.39
31320 948858.00 0.39
31360 948621.00 0.44
31400 948507.00 0.52
31440 948471.00 0.54
31480 947711.00 0.51
31520 947630.00 0.44
31560 948422.00 0.43
31600 947916.00 0.44
31640 948623.00 0.49
31680 948922.00 0.47
31720 948630.00 0.47
31760 948954.00 0.49
31800 949033.00 0.61
31840 949172.00 0.67
31880 949988.00 0.67
31920 949730.00 0.59
31960 949891.00 0.56
32000 949207.00 0.54
32040 949808.00 0.57
32080 948789.00 0.63
32120 948407.00 0.67
32160 948466.00 0.67
32200 948927.00 0.61
32240 947805.00 0.56
32280 948562.00 0.52
32320 947913.00 0.47
32360 947635.00 0.42
32400 947602.00 0.41
32440 947511.00 0.49
32480 947682.00 0.57
32520 947708.00 0.58
32560 947810.00 0.47
32600 947900.00 0.39
32640 948006.00 0.33
32680 948015.00 0.41
32720 947885.00 0.49
32760 948387.00 0.63
32800 948555.00 0.70
32840 948002.00 0.73
32880 948226.00 0.71
32920 948850.00 0.69
32960 948388.00 0.63
33000 947955.00 0.52
33040 947686.00 0.39
33080 947519.00 0.31
33120 947530.00 0.36
33160 946901.00 0.48
33200 946731.00 0.64
33240 947419.00 0.70
33280 946780.00 0.67
33320 946742.00 0.57
33360 946121.00 0.54
33400 945984.00 0.59
33440 945857.00 0.66
33480 945931.00 0.66
33520 945903.00 0.60
33560 946039.00 0.48
33600 946205.00 0.38
33640 945807.00 0.37
33680 945917.00 0.47
33720 945397.00 0.61
33760 945438.00 0.69
33800 946093.00 0.67
33840 945959.00 0.60
33880 945968.00 0.50
33920 946659.00 0.50
33960 945894.00 0.52
34000 945201.00 0.62
34040 945159.00 0.62
34080 945132.00 0.57
34120 943739.00 0.48
34160 944272.00 0.42
34200 944003.00 0.48
34240 943293.00 0.54
34280 943864.00 0.63
34320 943511.00 0.62
34360 942658.00 0.59
34400 942975.00 0.53
34440 943403.00 0.47
34480 942857.00 0.42
34520 942727.00 0.42
34560 942303.00 0.50
34600 942738.00 0.58
34640 942404.00 0.63
34680 942568.00 0.70
34720 942382.00 0.73
34760 943058.00 0.71
34800 942577.00 0.57
34840 942358.00 0.43
34880 942715.00 0.33
34920 942029.00 0.33
34960 941567.00 0.34
35000 941632.00 0.40
35040 941175.00 0.42
35080 941159.00 0.47
35120 940676.00 0.48
35160 939875.00 0.52
35200 939745.00 0.52
35240 940362.00 0.53
35280 939466.00 0.51
35320 940422.00 0.50
35360 939989.00 0.49
35400 939769.00 0.53
35440 939323.00 0.62
35480 940200.00 0.68
35520 939735.00 0.68
35560 939418.00 0.67
35600 939917.00 0.63
35640 940233.00 0.56
35680 940185.00 0.42
35720 940336.00 0.39
35760 940271.00 0.42
35800 940342.00 0.52
35840 940071.00 0.54
35880 938953.00 0.61
35920 939330.00 0.60
35960 939384.00 0.63
36000 938522.00 0.54
36040 938769.00 0.51
36080 937974.00 0.44
36120 938123.00 0.48
36160 938032.00 0.48
36200 937409.00 0.47
36240 937572.00 0.43
36280 937234.00 0.49
36320 938001.00 0.56
36360 937237.00 0.60
36400 938051.00 0.56
36440 937693.00 0.58
36480 938012.00 0.64
36520 938383.00 0.73
36560 937477.00 0.77
36600 938613.00 0.77
36640 938180.00 0.77
36680 938119.00 0.74
36720 937990.00 0.71
36760 938186.00 0.64
36800 938514.00 0.59
36840 937573.00 0.51
36880 938011.00 0.48
36920 937305.00 0.42
36960 936859.00 0.41
37000 937228.00 0.40
37040 937225.00 0.46
37080 937110.00 0.52
37120 936332.00 0.54
37160 936554.00 0.54
37200 935863.00 0.53
37240 936519.00 0.56
37280 936691.00 0.58
37320 936311.00 0.53
37360 936241.00 0.52
37400 936752.00 0.51
37440 936462.00 0.56
37480 936825.00 0.56
37520 937018.00 0.56
37560 937189.00 0.62
37600 937506.00 0.70
37640 937163.00 0.73
37680 937544.00 0.70
37720 937704.00 0.66
37760 936549.00 0.60
37800 937121.00 0.47
37840 936497.00 0.32
37880 936327.00 0.23
37920 936107.00 0.27
37960 935825.00 0.36
38000 935522.00 0.49
38040 935401.00 0.58
38080 935148.00 0.62
38120 935304.00 0.59
38160 935111.00 0.57
38200 935290.00 0.58
38240 935172.00 0.64
38280 935160.00 0.70
38320 935465.00 0.73
38360 936087.00 0.70
38400 936291.00 0.67
38440 935751.00 0.62
38480 935819.00 0.62
38520 936258.00 0.62
38560 936007.00 0.63
38600 935561.00 0.60
38640 935574.00 0.54
38680 935389.00 0.47
38720 934668.00 0.41
38760 934755.00 0.37
38800 934493.00 0.34
38840 934427.00 0.33
38880 934490.00 0.31
38920 934093.00 0.29
38960 933818.00 0.26
39000 934080.00 0.29
39040 933725.00 0.37
39080 934248.00 0.48
39120 934151.00 0.56
39160 933865.00 0.60
39200 934623.00 0.64
39240 933696.00 0.62
39280 934846.00 0.57
39320 934716.00 0.51
39360 934477.00 0.53
39400 934635.00 0.60
39440 935446.00 0.62
39480 934930.00 0.64
39520 934350.00 0.58
39560 934469.00 0.49
39600 933669.00 0.40
39640 933587.00 0.41
39680 933730.00 0.49
39720 933440.00 0.48
39760 932935.00 0.44
39800 932583.00 0.41
39840 933163.00 0.49
39880 932763.00 0.58
39920 933292.00 0.66
39960 932385.00 0.69
40000 932923.00 0.68
40040 933503.00 0.64
40080 932769.00 0.63
40120 933307.00 0.66
40160 933227.00 0.66
40200 933871.00 0.62
40240 933468.00 0.59
40280 933830.00 0.60
40320 933802.00 0.61
40360 933983.00 0.59
40400 933884.00 0.54
40440 933729.00 0.52
40480 933460.00 0.53
40520 932523.00 0.58
40560 931987.00 0.62
40600 932115.00 0.64
40640 932175.00 0.63
40680 932210.00 0.57
40720 931599.00 0.53
40760 931804.00 0.49
40800 931062.00 0.53
40840 931183.00 0.54
40880 931323.00 0.60
40920 930996.00 0.59
40960 930958.00 0.59
41000 930869.00 0.58
41040 931563.00 0.59
41080 930772.00 0.61
41120 930807.00 0.64
41160 931103.00 0.68
41200 931351.00 0.68
41240 931110.00 0.64
41280 930990.00 0.61
41320 930884.00 0.56
41360 930680.00 0.50
41400 930224.00 0.43
41440 930204.00 0.42
41480 930405.00 0.41
41520 929070.00 0.39
41560 928983.00 0.38
41600 928878.00 0.38
41640 928521.00 0.43
41680 927819.00 0.47
41720 927431.00 0.54
41760 926709.00 0.60
41800 926897.00 0.64
41840 926328.00 0.64
41880 926005.00 0.64
41920 925579.00 0.63
41960 925532.00 0.60
42000 925185.00 0.56
42040 924551.00 0.53
42080 924404.00 0.53
42120 924149.00 0.50
42160 924541.00 0.49
42200 923866.00 0.51
42240 924634.00 0.59
42280 924226.00 0.62
42320 923057.00 0.61
42360 924046.00 0.59
42400 922126.00 0.61
42440 922065.00 0.62
42480 922165.00 0.59
42520 920855.00 0.51
42560 920354.00 0.48
42600 920571.00 0.49
42640 919623.00 0.54
42680 919574.00 0.57
42720 919552.00 0.57
42760 918554.00 0.54
42800 918231.00 0.54
42840 918012.00 0.59
42880 918178.00 0.68
42920 917703.00 0.70
42960 917938.00 0.67
43000 917220.00 0.56
43040 916845.00 0.54
43080 917388.00 0.56
43120 916998.00 0.61
43160 916960.00 0.57
43200 916701.00 0.52
43240 916723.00 0.48
43280 916918.00 0.57
43320 916457.00 0.66
43360 915681.00 0.76
43400 914762.00 0.77
43440 914285.00 0.81
43480 914400.00 0.84
43520 914080.00 0.87
43560 914261.00 0.79
43600 913066.00 0.66
43640 913207.00 0.57
43680 912779.00 0.60
43720 912709.00 0.70
43760 912183.00 0.76
43800 912608.00 0.76
43840 912024.00 0.71
43880 912173.00 0.64
43920 911937.00 0.59
43960 912164.00 0.52
44000 911841.00 0.54
44040 912027.00 0.50
44080 911966.00 0.54
44120 911911.00 0.58
44160 911668.00 0.66
44200 911609.00 0.67
44240 911233.00 0.61
44280 910976.00 0.61
44320 910657.00 0.63
44360 909408.00 0.71
44400 909945.00 0.71
44440 909346.00 0.67
44480 909069.00 0.57
44520 909468.00 0.51
44560 908596.00 0.46
44600 909347.00 0.43
44640 908681.00 0.38
44680 908213.00 0.39
44720 909020.00 0.37
44760 908542.00 0.38
44800 908257.00 0.34
44840 908846.00 0.37
44880 908703.00 0.36
44920 908451.00 0.36
44960 908822.00 0.37
45000 908385.00 0.43
45040 907351.00 0.51
45080 907979.00 0.56
45120 907338.00 0.57
45160 906569.00 0.53
45200 907479.00 0.49
45240 906838.00 0.41
45280 905913.00 0.37
45320 906361.00 0.37
45360 906047.00 0.40
45400 905990.00 0.43
45440 905871.00 0.42
45480 905563.00 0.44
45520 906372.00 0.49
45560 905972.00 0.53
45600 906454.00 0.54
45640 906063.00 0.54
45680 906355.00 0.54
45720 906812.00 0.52
45760 906091.00 0.47
45800 906791.00 0.38
45840 906170.00 0.32
45880 906146.00 0.29
45920 905283.00 0.33
45960 905160.00 0.37
46000 905510.00 0.40
46040 905025.00 0.39
46080 905232.00 0.41
46120 905088.00 0.48
46160 904754.00 0.53
46200 905185.00 0.56
46240 904638.00 0.52
46280 904910.00 0.52
46320 905089.00 0.52
46360 905541.00 0.54
46400 905204.00 0.58
46440 905120.00 0.60
46480 905202.00 0.61
46520 905427.00 0.59
46560 904491.00 0.54
46600 904475.00 0.48
46640 904083.00 0.40
46680 903812.00 0.38
46720 903916.00 0.38
