Czas [ms];Fluorescencja [j.f];Ciśnienie [mmHg]
636400;1940373,00;0,23
636440;1940099,00;0,40
636480;1941887,00;0,47
636520;1941738,00;0,37
636560;1942229,00;0,20
636600;1943262,00;0,27
636640;1944117,00;0,43
636680;1942895,00;0,57
636720;1944834,00;0,63
636760;1944258,00;0,40
636800;1946324,00;0,27
636840;1946004,00;0,23
636880;1946218,00;0,43
636920;1947688,00;0,47
636960;1947103,00;0,43
637000;1947738,00;0,37
637040;1947437,00;0,27
637080;1947422,00;0,13
637120;1949577,00;0,07
637160;1948522,00;0,13
637200;1949002,00;0,17
637240;1948583,00;0,23
637280;1949768,00;0,30
637320;1950656,00;0,33
637360;1951165,00;0,37
637400;1952093,00;0,40
637440;1950817,00;0,53
637480;1952996,00;0,43
637520;1953025,00;0,33
637560;1953132,00;0,27
637600;1954991,00;0,30
637640;1954313,00;0,33
637680;1954879,00;0,27
637720;1955840,00;0,23
637760;1956732,00;0,33
637800;1956419,00;0,27
637840;1957121,00;0,30
637880;1956718,00;0,17
637920;1958427,00;0,40
637960;1958339,00;0,43
638000;1958042,00;0,50
638040;1958924,00;0,30
638080;1959130,00;0,20
638120;1960038,00;0,27
638160;1960418,00;0,43
638200;1960921,00;0,43
638240;1960575,00;0,27
638280;1962899,00;0,17
638320;1962875,00;0,30
638360;1964030,00;0,43
638400;1964641,00;0,47
638440;1965303,00;0,33
638480;1964711,00;0,20
638520;1964945,00;0,10
638560;1967141,00;0,30
638600;1965728,00;0,50
638640;1969440,00;0,63
638680;1967293,00;0,57
638720;1969452,00;0,43
638760;1969836,00;0,37
638800;1968575,00;0,33
638840;1969451,00;0,43
638880;1970406,00;0,53
638920;1970876,00;0,60
638960;1972501,00;0,47
639000;1972082,00;0,40
639040;1973154,00;0,33
639080;1973074,00;0,27
639120;1973815,00;0,13
639160;1973857,00;0,00
639200;1974871,00;0,17
639240;1975498,00;0,33
639280;1975727,00;0,40
639320;1976554,00;0,40
639360;1977672,00;0,40
639400;1978032,00;0,57
639440;1979417,00;0,43
639480;1977658,00;0,43
639520;1980209,00;0,37
639560;1980085,00;0,57
639600;1980566,00;0,63
639640;1980007,00;0,50
639680;1981600,00;0,47
639720;1981676,00;0,33
639760;1982563,00;0,37
639800;1982680,00;0,17
639840;1982378,00;0,20
639880;1983536,00;0,27
639920;1983769,00;0,43
639960;1985021,00;0,33
640000;1985277,00;0,20
640040;1986460,00;0,20
640080;1986366,00;0,33
640120;1987869,00;0,50
640160;1987122,00;0,43
640200;1988761,00;0,37
640240;1988372,00;0,40
640280;1988312,00;0,47
640320;1988893,00;0,53
640360;1989581,00;0,40
640400;1989460,00;0,30
640440;1990315,00;0,13
640480;1989400,00;0,27
640520;1990274,00;0,40
640560;1991664,00;0,60
640600;1991322,00;0,43
640640;1992686,00;0,23
640680;1993391,00;0,03
640720;1993481,00;0,00
640760;1994484,00;0,20
640800;1994380,00;0,40
640840;1995170,00;0,33
640880;1995538,00;0,07
640920;1996016,00;-0,03
640960;1996331,00;0,23
641000;1996733,00;0,40
641040;1997964,00;0,40
641080;1998335,00;0,23
641120;1998055,00;0,13
641160;1998687,00;0,20
641200;1998887,00;0,17
641240;1999166,00;0,20
641280;1999326,00;0,10
641320;1999478,00;0,17
641360;2000395,00;0,20
641400;2001648,00;0,20
641440;2001145,00;0,23
641480;2003020,00;0,40
641520;2001408,00;0,43
641560;2003075,00;0,40
641600;2002278,00;0,37
641640;2003166,00;0,37
641680;2004334,00;0,43
641720;2004940,00;0,33
641760;2004823,00;0,37
641800;2005822,00;0,37
641840;2004999,00;0,43
641880;2005536,00;0,30
641920;2006011,00;0,17
641960;2007364,00;0,00
642000;2007479,00;0,23
642040;2007004,00;0,37
642080;2007653,00;0,40
642120;2007475,00;0,23
642160;2008175,00;0,30
642200;2008309,00;0,47
642240;2008237,00;0,40
642280;2009535,00;0,27
642320;2009741,00;0,13
642360;2008898,00;0,20
642400;2009761,00;0,20
642440;2011142,00;0,27
642480;2011432,00;0,37
642520;2011069,00;0,33
642560;2011584,00;0,23
642600;2011980,00;0,17
642640;2012680,00;0,27
642680;2011677,00;0,37
642720;2012250,00;0,30
642760;2012982,00;0,20
642800;2012391,00;0,10
642840;2013152,00;0,20
642880;2012519,00;0,30
642920;2012602,00;0,40
642960;2012513,00;0,50
643000;2013366,00;0,40
643040;2012786,00;0,43
643080;2014166,00;0,33
643120;2014269,00;0,43
643160;2013876,00;0,37
643200;2015065,00;0,33
643240;2014754,00;0,33
643280;2015005,00;0,30
643320;2015126,00;0,20
643360;2014419,00;0,30
643400;2016312,00;0,47
643440;2015316,00;0,53
643480;2016790,00;0,37
643520;2016095,00;0,30
643560;2015137,00;0,40
643600;2015935,00;0,53
643640;2015396,00;0,53
643680;2016009,00;0,60
643720;2015151,00;0,63
643760;2016186,00;0,53
643800;2015849,00;0,47
643840;2016044,00;0,40
643880;2017107,00;0,57
643920;2016148,00;0,47
643960;2016088,00;0,40
644000;2016896,00;0,27
644040;2016943,00;0,40
644080;2017336,00;0,50
644120;2017386,00;0,57
644160;2017226,00;0,43
644200;2017264,00;0,30
644240;2017033,00;0,37
644280;2017191,00;0,43
644320;2016179,00;0,50
644360;2016081,00;0,37
644400;2016239,00;0,33
644440;2017178,00;0,30
644480;2017534,00;0,43
644520;2016873,00;0,57
644560;2016219,00;0,47
644600;2016201,00;0,33
644640;2016071,00;0,23
644680;2016381,00;0,43
644720;2016024,00;0,50
644760;2016007,00;0,43
644800;2015938,00;0,27
644840;2015565,00;0,17
644880;2016754,00;0,17
644920;2016145,00;0,37
644960;2016328,00;0,43
645000;2015686,00;0,40
645040;2015393,00;0,30
645080;2015058,00;0,37
645120;2014633,00;0,43
645160;2014297,00;0,37
645200;2013944,00;0,23
645240;2013679,00;0,33
645280;2013512,00;0,37
645320;2013529,00;0,40
645360;2012937,00;0,23
645400;2011750,00;0,17
645440;2011958,00;0,07
645480;2011348,00;0,03
645520;2011557,00;0,10
645560;2012415,00;0,23
645600;2010948,00;0,37
645640;2012281,00;0,27
645680;2011199,00;0,13
645720;2011757,00;0,27
645760;2010757,00;0,53
645800;2011192,00;0,77
645840;2008930,00;0,73
645880;2008993,00;0,57
645920;2008445,00;0,37
645960;2007942,00;0,17
646000;2006946,00;0,20
646040;2006609,00;0,37
646080;2005792,00;0,50
646120;2006032,00;0,40
646160;2005690,00;0,37
646200;2006179,00;0,43
646240;2005126,00;0,53
646280;2004340,00;0,50
646320;2003077,00;0,30
646360;2003620,00;0,23
646400;2004897,00;0,30
646440;2004017,00;0,40
646480;2004625,00;0,47
646520;2005259,00;0,33
646560;2003578,00;0,27
646600;2002810,00;0,40
646640;2001484,00;0,50
646680;2000053,00;0,63
646720;1999775,00;0,47
646760;1999318,00;0,40
646800;1997004,00;0,33
646840;1997751,00;0,37
646880;1996175,00;0,50
646920;1997030,00;0,50
646960;1995964,00;0,50
647000;1994764,00;0,40
647040;1994618,00;0,37
647080;1994512,00;0,33
647120;1993499,00;0,27
647160;1994156,00;0,37
647200;1992914,00;0,47
647240;1991976,00;0,60
647280;1992511,00;0,57
647320;1992821,00;0,53
647360;1992215,00;0,57
647400;1990406,00;0,47
647440;1990148,00;0,40
647480;1987561,00;0,27
647520;1987265,00;0,40
647560;1986990,00;0,37
647600;1984770,00;0,33
647640;1984367,00;0,37
647680;1984262,00;0,40
647720;1982101,00;0,50
647760;1981662,00;0,43
647800;1980689,00;0,50
647840;1980345,00;0,40
647880;1979653,00;0,30
647920;1980062,00;0,20
647960;1979682,00;0,27
648000;1979112,00;0,40
648040;1979120,00;0,37
648080;1978846,00;0,27
648120;1978630,00;0,23
648160;1977212,00;0,40
648200;1976862,00;0,50
648240;1974202,00;0,43
648280;1973030,00;0,33
648320;1972876,00;0,33
648360;1971419,00;0,33
648400;1970003,00;0,33
648440;1968318,00;0,30
648480;1968681,00;0,20
648520;1967294,00;0,10
648560;1967101,00;0,17
648600;1966457,00;0,30
648640;1965696,00;0,43
648680;1965981,00;0,43
648720;1964846,00;0,33
648760;1963466,00;0,27
648800;1965200,00;0,17
648840;1964045,00;0,20
648880;1963047,00;0,20
648920;1963000,00;0,30
648960;1962484,00;0,47
649000;1961035,00;0,63
649040;1958605,00;0,70
649080;1958264,00;0,53
649120;1955937,00;0,53
649160;1954657,00;0,30
649200;1954166,00;0,33
649240;1953068,00;0,20
649280;1952523,00;0,23
649320;1950391,00;0,17
649360;1950722,00;0,27
649400;1949504,00;0,47
649440;1949360,00;0,67
649480;1947915,00;0,50
649520;1947537,00;0,40
649560;1947668,00;0,30
649600;1946821,00;0,30
649640;1947498,00;0,27
649680;1945996,00;0,33
649720;1946326,00;0,57
649760;1945500,00;0,60
649800;1942306,00;0,53
649840;1942944,00;0,53
649880;1939718,00;0,50
649920;1938057,00;0,43
649960;1938726,00;0,23
650000;1936207,00;0,33
650040;1935019,00;0,47
650080;1935255,00;0,40
650120;1934759,00;0,20
650160;1933739,00;0,00
650200;1932923,00;0,13
650240;1932935,00;0,27
650280;1931657,00;0,40
650320;1931780,00;0,27
650360;1930407,00;0,23
650400;1930574,00;0,20
650440;1930842,00;0,20
650480;1929676,00;0,13
650520;1929311,00;0,10
650560;1929422,00;0,17
650600;1928415,00;0,30
650640;1926691,00;0,40
650680;1924287,00;0,33
650720;1924103,00;0,17
650760;1922243,00;0,00
650800;1921693,00;0,13
650840;1921408,00;0,37
650880;1920222,00;0,60
650920;1919254,00;0,60
650960;1918819,00;0,53
651000;1918636,00;0,43
651040;1918216,00;0,30
651080;1917795,00;0,27
651120;1917233,00;0,33
651160;1917526,00;0,53
651200;1916941,00;0,40
651240;1918054,00;0,40
651280;1918806,00;0,33
651320;1917717,00;0,40
651360;1916744,00;0,23
651400;1914767,00;0,23
651440;1915327,00;0,23
651480;1912566,00;0,20
651520;1910831,00;0,27
651560;1911340,00;0,33
651600;1910606,00;0,47
651640;1908972,00;0,27
651680;1909146,00;0,13
651720;1908107,00;0,13
651760;1906864,00;0,27
651800;1907497,00;0,30
651840;1906586,00;0,30
651880;1906992,00;0,30
651920;1905809,00;0,40
651960;1906176,00;0,40
652000;1906655,00;0,27
652040;1906479,00;0,13
652080;1905449,00;0,13
652120;1906896,00;0,30
652160;1905321,00;0,47
652200;1903908,00;0,43
652240;1905002,00;0,47
652280;1902665,00;0,50
652320;1902696,00;0,53
652360;1901501,00;0,47
652400;1900430,00;0,30
652440;1900303,00;0,30
652480;1900153,00;0,30
652520;1899482,00;0,40
652560;1899903,00;0,33
652600;1899403,00;0,27
652640;1900500,00;0,13
652680;1900938,00;0,07
652720;1898924,00;0,00
652760;1900453,00;0,13
652800;1901715,00;0,33
652840;1900672,00;0,47
652880;1900940,00;0,57
652920;1902364,00;0,40
652960;1901831,00;0,37
653000;1901099,00;0,37
653040;1899951,00;0,43
653080;1899456,00;0,43
653120;1899000,00;0,43
653160;1897571,00;0,57
653200;1898281,00;0,53
653240;1897434,00;0,40
653280;1897705,00;0,37
653320;1897738,00;0,50
653360;1896902,00;0,40
653400;1897480,00;0,40
653440;1898325,00;0,40
653480;1898743,00;0,57
653520;1898370,00;0,47
653560;1898146,00;0,37
653600;1900323,00;0,23
653640;1900077,00;0,20
653680;1900341,00;0,17
653720;1901381,00;0,30
653760;1900188,00;0,37
653800;1900226,00;0,43
653840;1900912,00;0,47
653880;1898465,00;0,53
653920;1898365,00;0,60
653960;1898671,00;0,47
654000;1899449,00;0,30
654040;1897318,00;0,13
654080;1898328,00;0,23
654120;1898938,00;0,37
654160;1897596,00;0,43
654200;1899180,00;0,43
654240;1898984,00;0,47
654280;1898913,00;0,57
654320;1899244,00;0,43
654360;1899788,00;0,27
654400;1900891,00;0,30
654440;1902754,00;0,43
654480;1901443,00;0,53
654520;1902908,00;0,43
654560;1902250,00;0,27
654600;1902414,00;0,30
654640;1902788,00;0,33
654680;1901399,00;0,43
654720;1900828,00;0,33
654760;1901293,00;0,23
654800;1902118,00;0,30
654840;1901997,00;0,27
654880;1901846,00;0,30
654920;1902896,00;0,17
654960;1901874,00;0,17
655000;1903173,00;0,10
655040;1905052,00;0,00
655080;1904512,00;-0,10
655120;1906399,00;0,00
655160;1906272,00;0,20
655200;1907048,00;0,37
655240;1907981,00;0,40
655280;1907935,00;0,33
655320;1908565,00;0,30
655360;1908716,00;0,13
655400;1909796,00;0,30
655440;1909244,00;0,33
655480;1909712,00;0,43
655520;1909005,00;0,30
655560;1909339,00;0,37
655600;1910250,00;0,33
655640;1909341,00;0,37
655680;1911060,00;0,33
655720;1911303,00;0,27
655760;1912407,00;0,20
655800;1911282,00;0,20
655840;1913500,00;0,40
655880;1913945,00;0,33
655920;1913861,00;0,30
655960;1914595,00;0,33
656000;1915429,00;0,43
656040;1916237,00;0,43
656080;1916699,00;0,30
656120;1918048,00;0,30
656160;1917512,00;0,43
656200;1917461,00;0,53
656240;1916935,00;0,60
656280;1917148,00;0,57
656320;1917955,00;0,53
656360;1918402,00;0,57
656400;1919171,00;0,37
656440;1919588,00;0,20
656480;1919573,00;0,00
656520;1919317,00;0,13
656560;1919782,00;0,23
656600;1921854,00;0,33
656640;1920593,00;0,37
656680;1922557,00;0,47
656720;1923121,00;0,57
656760;1923381,00;0,47
656800;1924438,00;0,40
656840;1925056,00;0,33
656880;1926700,00;0,30
656920;1926594,00;0,27
656960;1926180,00;0,27
657000;1926979,00;0,37
657040;1926781,00;0,37
657080;1927044,00;0,27
657120;1928584,00;0,30
657160;1928097,00;0,30
657200;1929841,00;0,33
657240;1929649,00;0,23
657280;1928859,00;0,33
657320;1929151,00;0,47
657360;1930716,00;0,50
657400;1932235,00;0,53
657440;1931907,00;0,57
657480;1932273,00;0,57
657520;1933170,00;0,43
657560;1933083,00;0,40
657600;1935505,00;0,57
657640;1935279,00;0,53
657680;1936361,00;0,47
657720;1937240,00;0,40
657760;1936668,00;0,50
657800;1936982,00;0,50
657840;1937917,00;0,47
657880;1937915,00;0,37
657920;1937798,00;0,27
657960;1938877,00;0,30
658000;1937436,00;0,43
658040;1938770,00;0,53
658080;1940611,00;0,37
658120;1939187,00;0,20
658160;1941420,00;0,30
658200;1941118,00;0,40
658240;1941087,00;0,50
658280;1941942,00;0,30
658320;1943077,00;0,20
658360;1943481,00;0,20
658400;1943867,00;0,17
658440;1944475,00;0,17
658480;1945192,00;0,07
658520;1946042,00;0,13
658560;1946887,00;0,20
658600;1946261,00;0,23
658640;1946215,00;0,33
658680;1947071,00;0,40
658720;1946554,00;0,50
658760;1947708,00;0,43
658800;1947481,00;0,27
658840;1948254,00;0,10
658880;1947059,00;0,17
658920;1948129,00;0,40
658960;1949694,00;0,40
659000;1950006,00;0,33
659040;1949931,00;0,20
659080;1952147,00;0,43
659120;1950961,00;0,53
659160;1952699,00;0,57
659200;1952415,00;0,47
659240;1953308,00;0,43
659280;1953664,00;0,53
659320;1955268,00;0,47
659360;1954438,00;0,33
659400;1954950,00;0,37
659440;1954137,00;0,43
659480;1955904,00;0,47
659520;1955252,00;0,27
659560;1954803,00;0,27
659600;1956116,00;0,27
659640;1954914,00;0,33
659680;1956501,00;0,33
659720;1955827,00;0,30
659760;1957393,00;0,23
659800;1957682,00;0,23
659840;1957247,00;0,33
659880;1958625,00;0,47
659920;1958924,00;0,53
659960;1959725,00;0,63
660000;1959757,00;0,67
660040;1959941,00;0,57
660080;1961334,00;0,33
660120;1960686,00;0,10
660160;1961539,00;0,10
660200;1961698,00;0,23
660240;1961872,00;0,37
660280;1963089,00;0,33
660320;1961650,00;0,37
660360;1962257,00;0,40
660400;1961926,00;0,47
660440;1962462,00;0,40
660480;1962570,00;0,33
660520;1963050,00;0,33
660560;1962165,00;0,37
660600;1962569,00;0,40
660640;1963253,00;0,27
660680;1963244,00;0,13
660720;1964863,00;0,17
660760;1964867,00;0,30
660800;1965745,00;0,40
660840;1965230,00;0,30
660880;1965806,00;0,23
660920;1966490,00;0,33
660960;1967789,00;0,37
661000;1967202,00;0,47
661040;1966557,00;0,47
661080;1966758,00;0,50
661120;1967439,00;0,33
661160;1965918,00;0,33
661200;1966229,00;0,40
661240;1966822,00;0,47
661280;1966904,00;0,43
661320;1967355,00;0,30
661360;1967486,00;0,30
661400;1967623,00;0,13
661440;1967081,00;0,30
661480;1968546,00;0,33
661520;1968126,00;0,43
661560;1969865,00;0,37
661600;1969682,00;0,37
661640;1968444,00;0,37
661680;1969666,00;0,33
661720;1970170,00;0,30
661760;1969096,00;0,30
661800;1970317,00;0,27
661840;1969728,00;0,30
661880;1969321,00;0,30
661920;1970541,00;0,40
661960;1969367,00;0,50
662000;1968994,00;0,60
662040;1969573,00;0,50
662080;1971254,00;0,40
662120;1969763,00;0,30
662160;1970486,00;0,37
662200;1970761,00;0,27
662240;1969866,00;0,17
662280;1970409,00;0,23
662320;1970423,00;0,47
662360;1971739,00;0,73
662400;1971355,00;0,57
662440;1972675,00;0,50
662480;1973166,00;0,30
662520;1972836,00;0,30
662560;1971992,00;0,23
662600;1972021,00;0,37
662640;1971786,00;0,40
662680;1971619,00;0,33
662720;1971631,00;0,23
662760;1972707,00;0,23
662800;1970818,00;0,40
662840;1970889,00;0,37
662880;1971043,00;0,33
662920;1971432,00;0,37
662960;1971088,00;0,53
663000;1971599,00;0,57
663040;1971033,00;0,43
663080;1972056,00;0,40
663120;1972269,00;0,40
663160;1971430,00;0,40
663200;1972165,00;0,40
663240;1971493,00;0,43
663280;1972397,00;0,47
663320;1972082,00;0,47
663360;1973083,00;0,40
663400;1973777,00;0,33
663440;1972067,00;0,37
663480;1971878,00;0,50
663520;1971393,00;0,63
663560;1971031,00;0,47
663600;1970135,00;0,47
663640;1970079,00;0,47
663680;1970089,00;0,50
663720;1970780,00;0,40
663760;1968989,00;0,40
663800;1969111,00;0,43
663840;1970398,00;0,50
663880;1969970,00;0,37
663920;1969633,00;0,30
663960;1969710,00;0,20
664000;1970013,00;0,23
664040;1970843,00;0,37
664080;1969855,00;0,47
664120;1970026,00;0,53
664160;1971084,00;0,37
664200;1970559,00;0,43
664240;1968192,00;0,40
664280;1969792,00;0,43
664320;1969436,00;0,27
664360;1968683,00;0,33
664400;1968154,00;0,50
664440;1968688,00;0,57
664480;1967686,00;0,40
664520;1967218,00;0,23
664560;1966806,00;0,23
664600;1967113,00;0,43
664640;1966498,00;0,47
664680;1966498,00;0,40
664720;1967510,00;0,23
664760;1967219,00;0,30
664800;1966991,00;0,40
664840;1967556,00;0,37
664880;1967489,00;0,37
664920;1966363,00;0,37
664960;1968925,00;0,37
665000;1967567,00;0,43
665040;1966759,00;0,50
665080;1966061,00;0,60
665120;1965475,00;0,50
665160;1964268,00;0,40
665200;1964918,00;0,50
665240;1964313,00;0,37
665280;1963646,00;0,33
665320;1963092,00;0,20
665360;1963312,00;0,27
665400;1962855,00;0,17
665440;1962594,00;0,10
665480;1962739,00;0,17
665520;1962540,00;0,27
665560;1963282,00;0,43
665600;1962937,00;0,37
665640;1962459,00;0,50
665680;1962716,00;0,50
665720;1961686,00;0,63
665760;1963182,00;0,43
665800;1961814,00;0,43
665840;1960940,00;0,47
665880;1960458,00;0,67
665920;1960533,00;0,47
665960;1957623,00;0,33
666000;1959083,00;0,20
666040;1957998,00;0,33
666080;1957867,00;0,37
666120;1958788,00;0,40
666160;1956629,00;0,43
666200;1957889,00;0,50
666240;1957863,00;0,57
666280;1957509,00;0,40
666320;1957536,00;0,33
666360;1957678,00;0,30
666400;1957256,00;0,37
666440;1957846,00;0,30
666480;1957228,00;0,27
666520;1958479,00;0,33
666560;1957575,00;0,40
666600;1957237,00;0,43
666640;1957154,00;0,47
666680;1955470,00;0,50
666720;1954451,00;0,50
666760;1954060,00;0,33
666800;1954746,00;0,17
666840;1954701,00;0,20
666880;1952580,00;0,40
666920;1952217,00;0,50
666960;1953035,00;0,50
667000;1952472,00;0,50
667040;1952348,00;0,63
667080;1951890,00;0,57
667120;1952400,00;0,50
667160;1952417,00;0,37
667200;1951511,00;0,30
667240;1952118,00;0,23
667280;1952363,00;0,13
667320;1951636,00;0,07
667360;1951930,00;0,13
667400;1950840,00;0,30
667440;1950551,00;0,37
667480;1949354,00;0,43
667520;1949063,00;0,47
667560;1948442,00;0,40
667600;1947839,00;0,30
667640;1947562,00;0,20
667680;1945976,00;0,40
667720;1946222,00;0,33
667760;1946352,00;0,27
667800;1946842,00;0,30
667840;1946445,00;0,50
667880;1945871,00;0,60
667920;1945930,00;0,57
667960;1946006,00;0,53
668000;1946224,00;0,53
668040;1946149,00;0,47
668080;1946130,00;0,43
668120;1945624,00;0,43
668160;1946077,00;0,43
668200;1943566,00;0,40
668240;1944793,00;0,47
668280;1944483,00;0,53
668320;1943377,00;0,60
668360;1942443,00;0,40
668400;1942848,00;0,20
668440;1942722,00;0,17
668480;1942117,00;0,27
668520;1941953,00;0,37
668560;1942346,00;0,27
668600;1941756,00;0,23
668640;1942067,00;0,23
668680;1941577,00;0,20
668720;1941897,00;0,17
668760;1942432,00;0,17
668800;1942666,00;0,23
668840;1943761,00;0,33
668880;1943623,00;0,43
668920;1943516,00;0,57
668960;1942922,00;0,67
669000;1942444,00;0,60
669040;1941881,00;0,40
669080;1940858,00;0,23
669120;1939748,00;0,17
669160;1939740,00;0,27
669200;1939102,00;0,30
669240;1939088,00;0,33
669280;1939515,00;0,30
669320;1939329,00;0,23
669360;1938241,00;0,23
669400;1938390,00;0,37
669440;1939461,00;0,40
669480;1938942,00;0,37
669520;1937704,00;0,27
669560;1938759,00;0,27
669600;1938551,00;0,27
669640;1939338,00;0,33
669680;1940417,00;0,43
669720;1939758,00;0,53
669760;1939626,00;0,47
669800;1938725,00;0,57
669840;1938070,00;0,67
669880;1938477,00;0,53
669920;1936982,00;0,50
669960;1936969,00;0,47
670000;1936806,00;0,50
670040;1936637,00;0,40
670080;1935532,00;0,30
670120;1936789,00;0,37
670160;1936618,00;0,23
670200;1935693,00;0,10
670240;1936962,00;0,17
670280;1936054,00;0,37
670320;1935727,00;0,57
670360;1937125,00;0,53
670400;1937981,00;0,50
670440;1937444,00;0,47
670480;1938126,00;0,43
670520;1937846,00;0,43
670560;1937495,00;0,50
670600;1938231,00;0,60
670640;1936728,00;0,53
670680;1937491,00;0,50
670720;1936296,00;0,50
670760;1935700,00;0,50
670800;1936814,00;0,40
670840;1937441,00;0,40
670880;1937321,00;0,53
670920;1936718,00;0,50
670960;1936037,00;0,43
671000;1937678,00;0,43
671040;1936396,00;0,37
671080;1937191,00;0,40
671120;1937494,00;0,33
671160;1938380,00;0,33
671200;1938152,00;0,30
671240;1938716,00;0,27
671280;1939352,00;0,33
671320;1939923,00;0,33
671360;1939110,00;0,33
671400;1939944,00;0,30
671440;1937927,00;0,30
671480;1938846,00;0,30
671520;1938152,00;0,47
671560;1938763,00;0,57
671600;1938057,00;0,67
671640;1939604,00;0,50
671680;1938957,00;0,30
